line,part,cost,coreprice,qtyonhand,packs,sku
,991453,507.42,,2,,BBHH_0991453
,991492,568.8,,3,,BBHH_0991492
,991510,504.43,,4,,BBHH_0991510
,991428,302.2,,6,,BBHH_0991428
,991457,345.54,,4,,BBHH_0991457
,991497,417.05,,9,,BBHH_0991497
,991495,574.89,,6,,BBHH_0991495
,991703,506.58,,2,,BBHH_0991703
,991726,376.66,,2,,BBHH_0991726
,991607,522.5,,1,,BBHH_0991607
,991507,395.76,,1,,BBHH_0991507
,991530,656.61,,2,,BBHH_0991530
,991733,364.41,,7,,BBHH_0991733
,991610,511.35,,3,,BBHH_0991610
,991666,397,,10,,BBHH_0991666
,991816,553.94,,4,,BBHH_0991816
,991654,1059.14,,1,,BBHH_0991654
,991665,300.6,,2,,BBHH_0991665
,99188,440.44,,1,,BBHH_099188
,991572,566.38,,1,,BBHH_0991572
,991532,656.61,,2,,BBHH_0991532
,991546,614.19,,1,,BBHH_0991546
,991644,451.08,,4,,BBHH_0991644
,991545,741.17,,2,,BBHH_0991545
,991533,747.21,,11,,BBHH_0991533
,991505,235.44,,1,,BBHH_0991505
,991403,410.49,,4,,BBHH_0991403
,991616,352.68,,7,,BBHH_0991616
,991547,647.83,,1,,BBHH_0991547
,991455,407.91,,9,,BBHH_0991455
,991672,662.35,,1,,BBHH_0991672
,991656,431.1,,13,,BBHH_0991656
,991651,346.63,,4,,BBHH_0991651
,991706,476.01,,5,,BBHH_0991706
,991723,384.3,,3,,BBHH_0991723
,991608,387.17,,4,,BBHH_0991608
,991710,86.01,,1,,BBHH_0991710
,991655,395.62,,9,,BBHH_0991655
,991708,552.8,,3,,BBHH_0991708
,991642,302.36,,2,,BBHH_0991642
,991800,446.43,,1,,BBHH_0991800
,991731,341.95,,3,,BBHH_0991731
,99169,270.88,,4,,BBHH_099169
,991819,411.36,,5,,BBHH_0991819
,991717,391.24,,9,,BBHH_0991717
,991704,277.18,,5,,BBHH_0991704
,991639,473.24,,3,,BBHH_0991639
,991707,550.58,,3,,BBHH_0991707
,991809,244.04,,3,,BBHH_0991809
,991820,362.77,,2,,BBHH_0991820
,991638,665.26,,8,,BBHH_0991638
,991662,505.31,,47,,BBHH_0991662
,991832,337.1,,1,,BBHH_0991832
,991602,377.83,,5,,BBHH_0991602
,991670,496.5,,6,,BBHH_0991670
,991641,479.61,,2,,BBHH_0991641
,991646,479.92,,3,,BBHH_0991646
,991664,182.42,,2,,BBHH_0991664
,99178,799.21,,2,,BBHH_099178
,991711,265.88,,1,,BBHH_0991711
,991713,369.73,,2,,BBHH_0991713
,991649,445.66,,2,,BBHH_0991649
,991621,260.54,,1,,BBHH_0991621
,991658,550.1,,1,,BBHH_0991658
,991669,416.59,,5,,BBHH_0991669
,991709,445.28,,3,,BBHH_0991709
,991605,739.13,,3,,BBHH_0991605
,991643,472.46,,5,,BBHH_0991643
,991734,654.46,,5,,BBHH_0991734
,991600,368.16,,1,,BBHH_0991600
,991804,289.25,,3,,BBHH_0991804
,991626,686.04,,5,,BBHH_0991626
,991728,503.93,,4,,BBHH_0991728
,991725,537.13,,1,,BBHH_0991725
,99212,322.08,,2,,BBHH_099212
,99228,470.84,,2,,BBHH_099228
,991980,346.11,,2,,BBHH_0991980
,99202,301.93,,2,,BBHH_099202
,991735,540.16,,6,,BBHH_0991735
,99187,555.11,,3,,BBHH_099187
,991757,417.95,,2,,BBHH_0991757
,991701,400.06,,4,,BBHH_0991701
,991729,553.78,,4,,BBHH_0991729
,991724,287.92,,1,,BBHH_0991724
,991902,299.38,,1,,BBHH_0991902
,99220,699.92,,4,,BBHH_099220
,991907,352.1,,6,,BBHH_0991907
,991702,463.51,,3,,BBHH_0991702
,991814,536.16,,1,,BBHH_0991814
,991817,272.81,,4,,BBHH_0991817
,99179,610.41,,2,,BBHH_099179
,991933,408.71,,2,,BBHH_0991933
,991900,415.08,,3,,BBHH_0991900
,991630,329.64,,1,,BBHH_0991630
,99224,517.16,,1,,BBHH_099224
,99257,125.05,,1,,BBHH_099257
,991808,244.05,,4,,BBHH_0991808
,99200,303.38,,2,,BBHH_099200
,992831,502.22,,17,,BBHH_0992831
,991981,375.16,,2,,BBHH_0991981
,991811,312.77,,1,,BBHH_0991811
,991675,337.39,,8,,BBHH_0991675
,99185,590.96,,1,,BBHH_099185
,99279,504.58,,3,,BBHH_099279
,99214,609.48,,1,,BBHH_099214
,991818,550.58,,3,,BBHH_0991818
,991730,468.19,,5,,BBHH_0991730
,991732,511.03,,3,,BBHH_0991732
,991647,384.74,,1,,BBHH_0991647
,99216,570.75,,6,,BBHH_099216
,992630,410.93,,1,,BBHH_0992630
,991996,638.87,,1,,BBHH_0991996
,992626,335.55,,4,,BBHH_0992626
,99260,212.5,,2,,BBHH_099260
,99231,244.67,,2,,BBHH_099231
,99222,690.32,,3,,BBHH_099222
,992627,310.22,,1,,BBHH_0992627
,992631,303.28,,1,,BBHH_0992631
,992622,900.51,,2,,BBHH_0992622
,991994,691.66,,1,,BBHH_0991994
,991976,973.57,,1,,BBHH_0991976
,991931,443.51,,5,,BBHH_0991931
,99262,162.28,,1,,BBHH_099262
,99229,318.42,,9,,BBHH_099229
,991908,567.67,,2,,BBHH_0991908
,991973,407.68,,2,,BBHH_0991973
,991914,454.7,,2,,BBHH_0991914
,99259,201.68,,3,,BBHH_099259
,99205,420.56,,2,,BBHH_099205
,991979,682.42,,1,,BBHH_0991979
,991993,680.73,,1,,BBHH_0991993
,99234,433.38,,1,,BBHH_099234
,99265,569.24,,9,,BBHH_099265
,99223,699.92,,6,,BBHH_099223
,992636,835.96,,2,,BBHH_0992636
,991934,643.49,,4,,BBHH_0991934
,99210,402.98,,3,,BBHH_099210
,99267,249.78,,1,,BBHH_099267
,991995,766.48,,1,,BBHH_0991995
,991939,533.86,,6,,BBHH_0991939
,992681,254.01,,5,,BBHH_0992681
,992621,633.27,,3,,BBHH_0992621
,993631,666.42,,1,,BBHH_0993631
,99423,200.5,,2,,BBHH_099423
,993141,317.49,,4,,BBHH_0993141
,99196,403.62,,1,,BBHH_099196
,992624,711.83,,3,,BBHH_0992624
,99206,219.18,,4,,BBHH_099206
,991938,417.03,,3,,BBHH_0991938
,993151,334.27,,1,,BBHH_0993151
,993371,520.78,,1,,BBHH_0993371
,992634,598.7,,1,,BBHH_0992634
,999131,269.74,,2,,BBHH_0999131
,99859,320.9,,10,,BBHH_099859
,993021,560.51,,5,,BBHH_0993021
,99431,231.94,,4,,BBHH_099431
,99812,456.96,,2,,BBHH_099812
,99549,150.41,,2,,BBHH_099549
,99448,166.85,,3,,BBHH_099448
,993723,358.81,,16,,BBHH_0993723
,99852,212.08,,5,,BBHH_099852
,99424,191.23,,3,,BBHH_099424
,993781,286.5,,12,,BBHH_0993781
,993821,334.79,,8,,BBHH_0993821
,993291,159.95,,1,,BBHH_0993291
,998351,316.25,,2,,BBHH_0998351
,993721,308.78,,4,,BBHH_0993721
,99475,214.59,,2,,BBHH_099475
,993221,394.31,,4,,BBHH_0993221
,99466,211.29,,3,,BBHH_099466
,99447,434.9,,1,,BBHH_099447
,99942,168,,6,,BBHH_099942
,99508,296.29,,3,,BBHH_099508
,99452,206.13,,2,,BBHH_099452
,99451,227.59,,2,,BBHH_099451
,993061,554.54,,4,,BBHH_0993061
,993861,152.74,,2,,BBHH_0993861
,994441,362.55,,4,,BBHH_0994441
,993251,474.92,,3,,BBHH_0993251
,996421,491.04,,2,,BBHH_0996421
,995702,336.71,,29,,BBHH_0995702
,997631,252.48,,2,,BBHH_0997631
,996301,407.43,,4,,BBHH_0996301
,993801,271.88,,2,,BBHH_0993801
,993101,371.55,,1,,BBHH_0993101
,995971,388.42,,2,,BBHH_0995971
,99910,166.59,,1,,BBHH_099910
,99937,190.58,,2,,BBHH_099937
,996291,572.4,,2,,BBHH_0996291
,996431,186.99,,3,,BBHH_0996431
,99570,624.88,,5,,BBHH_099570
,99860,315.44,,2,,BBHH_099860
,99886,192.64,,22,,BBHH_099886
,995701,387.1,,14,,BBHH_0995701
,99941,155.99,,5,,BBHH_099941
,643033,449.61,,2,,BBHH_0643033
,ACT1021,50.97,,4,,DKVD_ACT1021
,ACT1015,75.26,,42,,DKVD_ACT1015
,ACT1022,54.75,,4,,DKVD_ACT1022
,ACT1044,62.97,,68,,DKVD_ACT1044
,ACT1082,62.97,,10,,DKVD_ACT1082
,ACT1088A,51.63,,69,,DKVD_ACT1088A
,ACT1033,56.35,,10,,DKVD_ACT1033
,ACT1019,65.82,,3,,DKVD_ACT1019
,ACT1089A,56.35,,178,,DKVD_ACT1089A
,ACT1046,55.69,,3,,DKVD_ACT1046
,ACT1086A,46.91,,137,,DKVD_ACT1086A
,ACT1040,61.08,,5,,DKVD_ACT1040
,ACT1028,55.41,,7,,DKVD_ACT1028
,ACT1084A,75.26,,42,,DKVD_ACT1084A
,ACT1038,56.64,,9,,DKVD_ACT1038
,ACT1037A,56.35,,15,,DKVD_ACT1037A
,ACT1081,70.52,,17,,DKVD_ACT1081
,ACT1075,74.32,,7,,DKVD_ACT1075
,ACT1055,63.91,,6,,DKVD_ACT1055
,ACT1039,72.42,,6,,DKVD_ACT1039
,ACT1045,63.26,,4,,DKVD_ACT1045
,ACT1051,44.08,,21,,DKVD_ACT1051
,ACT1078A,79.03,,74,,DKVD_ACT1078A
,ACT1047,68.64,,20,,DKVD_ACT1047
,ACT1074,49.71,,0,,DKVD_ACT1074
,ACT1071,34.86,,0,,DKVD_ACT1071
,ACT1077,67.7,,15,,DKVD_ACT1077
,ACT1070,58.26,,6,,DKVD_ACT1070
,ACT1068,66.76,,5,,DKVD_ACT1068
,ACT1056,75.26,,49,,DKVD_ACT1056
,ACT1057,67.7,,42,,DKVD_ACT1057
,ACT1058,78.08,,40,,DKVD_ACT1058
,ACT1090,50.7,,28,,DKVD_ACT1090
,ACT1091,65.82,,32,,DKVD_ACT1091
,ACT1093,58.26,,8,,DKVD_ACT1093
,ACT1005A,62.97,,64,,DKVD_ACT1005A
,ACT1011,70.52,,22,,DKVD_ACT1011
,ACT1008,55.41,,10,,DKVD_ACT1008
,ACT1012A,66.76,,15,,DKVD_ACT1012A
,ACT1004,55.41,,32,,DKVD_ACT1004
,ACT1156,56.35,,11,,DKVD_ACT1156
,ACT1114A,56.35,,146,,DKVD_ACT1114A
,ACT1120,70.52,,8,,DKVD_ACT1120
,ACT1275,74.32,,36,,DKVD_ACT1275
,ACT1274A,65.82,,42,,DKVD_ACT1274A
,ACT1280,79.03,,112,,DKVD_ACT1280
,ACT1264,80.94,,6,,DKVD_ACT1264
,ACT1273,77.15,,69,,DKVD_ACT1273
,ACT1159,74.32,,17,,DKVD_ACT1159
,ACT1179,65.82,,12,,DKVD_ACT1179
,ACT1124,55.41,,35,,DKVD_ACT1124
,ACT1178A,69.59,,65,,DKVD_ACT1178A
,ACT1281,70.52,,119,,DKVD_ACT1281
,ACT1283,59.19,,48,,DKVD_ACT1283
,ACT1282,71.48,,56,,DKVD_ACT1282
,ACT1284B,56.35,,43,,DKVD_ACT1284B
,ACT1284C,59.19,,8,,DKVD_ACT1284C
,ACT2037,57.87,,1,,DKVD_ACT2037
,ACT1109,68.64,,10,,DKVD_ACT1109
,ACT1286A,81.87,,28,,DKVD_ACT1286A
,ACT1923,60.71,,1,,DKVD_ACT1923
,ACT1103,56.35,,65,,DKVD_ACT1103
,ACT1101,49.74,,18,,DKVD_ACT1101
,ACT1119,74.32,,6,,DKVD_ACT1119
,ACT1202,67.7,,23,,DKVD_ACT1202
,ACT1258,75.26,,31,,DKVD_ACT1258
,ACT1172,69.59,,10,,DKVD_ACT1172
,ACT1161,62.04,,24,,DKVD_ACT1161
,ACT1169A,75.26,,50,,DKVD_ACT1169A
,ACT1164,71.48,,26,,DKVD_ACT1164
,ACT1212A,61.08,,164,,DKVD_ACT1212A
,ACT1160,69.59,,28,,DKVD_ACT1160
,ACT1194A,74.32,,32,,DKVD_ACT1194A
,ACT1222A,61.08,,174,,DKVD_ACT1222A
,ACT1184A,62.97,,73,,DKVD_ACT1184A
,ACT1211A,70.52,,85,,DKVD_ACT1211A
,ACT1100,50.7,,41,,DKVD_ACT1100
,ACT1647,52.59,,1,,DKVD_ACT1647
,ACT1094,64.86,,87,,DKVD_ACT1094
,058109217B,43.57,,18,,DDWC_058109217B
,06H103411B,22.92,,76,,DDWC_06H103411B
,06C109485A,14.39,,2,,DDWC_06C109485A
,1078300352,30.54,,18,,DDWC_1078300352
,11127507217,16.4,,26,,DDWC_11127507217
,11141736106,21.62,,25,,DDWC_11141736106
,11377516302,4.15,,1,,DDWC_11377516302
,11537509357,1.83,,6,,DDWC_11537509357
,AUTA770B,13.7,,23,,DDWC_AUTA770B
,FUG100580,34.71,,2,,DDWC_FUG100580
,FUG500010,43.79,,23,,DDWC_FUG500010
,12801788,6.68,,28,,DDWC_12801788
,1267200042,4.34,,16,,DDWC_1267200042
,13901433603,34.18,,82,,DDWC_13901433603
,16131183912,2.56,,22,,DDWC_16131183912
,2046801400K,31.14,,18,,DDWC_2046801400K
,2109920010,0.83,,1,,DDWC_2109920010
,2108000322,3.09,,6,,DDWC_2108000322
,31311139453,1.38,,44,,DDWC_31311139453
,34216869617,6.32,,13,,DDWC_34216869617
,35214440113,4.53,,5,,DDWC_35214440113
,34356779356,1.17,,25,,DDWC_34356779356
,4364279,20.78,,0,,DDWC_4364279
,4493433,1.61,,100,,DDWC_4493433
,51357011680,6.64,,48,,DDWC_51357011680
,61667135409,34.25,,51,,DDWC_61667135409
,650130,19.65,,2,,DDWC_650130
,8649739,12.32,,27,,DDWC_8649739
,8677109,21.92,,2,,DDWC_8677109
,90142455701,19.65,,8,,DDWC_90142455701
,91135209001,16.78,,62,,DDWC_91135209001
,914512913K,80.35,,3,,DDWC_914512913K
,92811614503,13.31,,37,,DDWC_92811614503
,948106059KIT,330.4,,1,,DDWC_948106059KIT
,93060611800,69.99,,13,,DDWC_93060611800
,SW5203C,1.27,,29,,CNTM_SW5203C
,SW2503C,11.06,,10,,CNTM_SW2503C
,SW2350C,6.92,,10,,CNTM_SW2350C
,SW9061C,10.44,,1,,CNTM_SW9061C
,SW4082C,8.26,,17,,CNTM_SW4082C
,SW9053C,9.47,,5,,CNTM_SW9053C
,SW9066C,4.38,,5,,CNTM_SW9066C
,SW9600C,9.81,,2,,CNTM_SW9600C
,SW4086C,5.05,,14,,CNTM_SW4086C
,SW6494C,5.09,,3,,CNTM_SW6494C
,SW9701C,7.16,,18,,CNTM_SW9701C
,SW2450,31.99,,9,,CNTM_SW2450
,SW5507C,7.32,,1,,CNTM_SW5507C
,SW2830C,5.37,,12,,CNTM_SW2830C
,SW5212C,1.72,,12,,CNTM_SW5212C
,SW4085C,8.84,,15,,CNTM_SW4085C
,SW8393C,26.08,,9,,CNTM_SW8393C
,SW9001C,9.02,,14,,CNTM_SW9001C
,SW3123C,3.8,,5,,CNTM_SW3123C
,SW2962C,7.16,,16,,CNTM_SW2962C
,SW9726C,7.01,,19,,CNTM_SW9726C
,SW6490C,5.03,,15,,CNTM_SW6490C
,SW4003C,5.3,,11,,CNTM_SW4003C
,SW9949C,15,,13,,CNTM_SW9949C
,SW4004C,5.97,,87,,CNTM_SW4004C
,SW7004C,4.96,,1,,CNTM_SW7004C
,SW8394C,19.59,,13,,CNTM_SW8394C
,SW6493C,4.96,,11,,CNTM_SW6493C
,SW4002C,9.02,,2,,CNTM_SW4002C
,SW4001C,8.3,,7,,CNTM_SW4001C
,SW4070C,5.56,,16,,CNTM_SW4070C
,SW5208C,14.49,,44,,CNTM_SW5208C
,SW2147C,4.31,,11,,CNTM_SW2147C
,SW9951C,15,,29,,CNTM_SW9951C
,UN0890C,94.08,,2,,CNTM_UN0890C
,SW9966C,19.37,,13,,CNTM_SW9966C
,15067392,25.8,,8,,BKNJ_15067392
,15067345,26.94,,4,,BKNJ_15067345
,SW9965C,43.47,,2,,CNTM_SW9965C
,SW9973C,22.17,,4,,CNTM_SW9973C
,15067364,27.53,,2,,BKNJ_15067364
,VC2912C,4.72,,12,,CNTM_VC2912C
,VC2901C,3.43,,1,,CNTM_VC2901C
,VC2903C,3.91,,44,,CNTM_VC2903C
,VC2910C,6.75,,2,,CNTM_VC2910C
,VC2905C,3.42,,44,,CNTM_VC2905C
,VC2911C,4.43,,16,,CNTM_VC2911C
,SW9960C,20.44,,14,,CNTM_SW9960C
,VC2904C,8.74,,13,,CNTM_VC2904C
,TO0450,112.83,,1,,CNTM_TO0450
,SW9976C,42.85,,2,,CNTM_SW9976C
,SW9970C,15.09,,19,,CNTM_SW9970C
,15067359,20.99,,67,,BKNJ_15067359
,SW9977C,30.16,,12,,CNTM_SW9977C
,TO2934C,18.29,,4,,CNTM_TO2934C
,SW9959C,23.84,,1,,CNTM_SW9959C
,SW9978C,14.28,,4,,CNTM_SW9978C
,SW9962C,22.03,,11,,CNTM_SW9962C
,SW9968C,7.16,,7,,CNTM_SW9968C
,VC2914C,3.53,,1,,CNTM_VC2914C
,SW9954C,26.81,,12,,CNTM_SW9954C
,SW9969C,16.16,,15,,CNTM_SW9969C
,15067412,17.49,,33,,BKNJ_15067412
,15067365,9.46,,1,,BKNJ_15067365
,SW9961C,22.17,,11,,CNTM_SW9961C
,15067418,23.64,,2,,BKNJ_15067418
,SW9972C,22.86,,17,,CNTM_SW9972C
,SW9953C,26.08,,14,,CNTM_SW9953C
,TO5002,161.34,,1,,CNTM_TO5002
,TO0022,38.38,,1,,CNTM_TO0022
,6PK2240,16.33,,5,,DGPJ_6PK2240
,7PK1905,17.37,,19,,DGPJ_7PK1905
,7PK1940,17.69,,29,,DGPJ_7PK1940
,CD199,21.73,,20,,DGPJ_CD199
,6PK2350,17.13,,11,,DGPJ_6PK2350
,7PK1440,13.99,,6,,DGPJ_7PK1440
,6PK2060,15.04,,3,,DGPJ_6PK2060
,6PK2200,16.04,,1,,DGPJ_6PK2200
,CD036,12.34,,13,,DGPJ_CD036
,6PK2400,17.5,,7,,DGPJ_6PK2400
,6PK1860,14.51,,13,,DGPJ_6PK1860
,CD168,13.55,,10,,DGPJ_CD168
,CD226,39.11,,8,,DGPJ_CD226
,6PK990,8.77,,25,,DGPJ_6PK990
,CD139,27.91,,5,,DGPJ_CD139
,CD142,19.97,,12,,DGPJ_CD142
,6PK1805,14.1,,23,,DGPJ_6PK1805
,CD232,38.98,,18,,DGPJ_CD232
,CD227,38.82,,21,,DGPJ_CD227
,7PK1740,15.88,,18,,DGPJ_7PK1740
,7PK1930,17.59,,16,,DGPJ_7PK1930
,7PK2170,18.46,,8,,DGPJ_7PK2170
,CD172,26.93,,20,,DGPJ_CD172
,CD157,34.61,,8,,DGPJ_CD157
,CD129,39.14,,3,,DGPJ_CD129
,7PK2150,18.29,,22,,DGPJ_7PK2150
,6PK2135,15.57,,45,,DGPJ_6PK2135
,CD179,32.43,,21,,DGPJ_CD179
,7PK2020,18.42,,8,,DGPJ_7PK2020
,CD143,23.62,,10,,DGPJ_CD143
,6PK1890,15.04,,1,,DGPJ_6PK1890
,CD193,35.8,,21,,DGPJ_CD193
,6PK1880,14.68,,16,,DGPJ_6PK1880
,CD154,29.16,,3,,DGPJ_CD154
,CD186,14.05,,40,,DGPJ_CD186
,7PK2442,22.47,,5,,DGPJ_7PK2442
,CD190,46.95,,15,,DGPJ_CD190
,CD187,26.4,,17,,DGPJ_CD187
,CD184,31.86,,5,,DGPJ_CD184
,CD200,32.16,,8,,DGPJ_CD200
,3PK675,3.34,,27,,DGPJ_3PK675
,4PK1080,6,,15,,DGPJ_4PK1080
,4PK1065,5.91,,22,,DGPJ_4PK1065
,4PK1010,5.96,,10,,DGPJ_4PK1010
,4PK1600,8.33,,7,,DGPJ_4PK1600
,3PK750,3.72,,25,,DGPJ_3PK750
,4PK1345,7.48,,7,,DGPJ_4PK1345
,3PK760,3.76,,10,,DGPJ_3PK760
,4PK1070,5.94,,6,,DGPJ_4PK1070
,4PK1115,6.2,,50,,DGPJ_4PK1115
,4PK1050,5.84,,72,,DGPJ_4PK1050
,4PK945,5.57,,28,,DGPJ_4PK945
,6PK1065,8.87,,22,,DGPJ_6PK1065
,4PK885,5.23,,23,,DGPJ_4PK885
,6PK1430,11.91,,15,,DGPJ_6PK1430
,5PK1105,7.68,,48,,DGPJ_5PK1105
,5PK1140,7.91,,4,,DGPJ_5PK1140
,5PK1100,7.64,,10,,DGPJ_5PK1100
,4PK850,5.02,,20,,DGPJ_4PK850
,6PK1040,8.65,,16,,DGPJ_6PK1040
,5PK875,6.46,,27,,DGPJ_5PK875
,6DPK1195,11.82,,1,,DGPJ_6DPK1195
,4PK895,5.26,,1,,DGPJ_4PK895
,5PK1130,7.86,,19,,DGPJ_5PK1130
,5PK890,6.57,,12,,DGPJ_5PK890
,4PK890,5.25,,3,,DGPJ_4PK890
,6PK1035,8.63,,46,,DGPJ_6PK1035
,4PK795,4.7,,3,,DGPJ_4PK795
,4PK900,5.29,,7,,DGPJ_4PK900
,6PK1045,8.7,,14,,DGPJ_6PK1045
,4PK845,4.97,,24,,DGPJ_4PK845
,5PK877,6.47,,18,,DGPJ_5PK877
,5PK1235,8.57,,12,,DGPJ_5PK1235
,5PK940,6.93,,8,,DGPJ_5PK940
,5PK1110,7.7,,16,,DGPJ_5PK1110
,4PK875,5.15,,31,,DGPJ_4PK875
,4PK870,5.12,,17,,DGPJ_4PK870
,4PK865,5.11,,22,,DGPJ_4PK865
,6PK1230,10.24,,9,,DGPJ_6PK1230
,4PK855,5.06,,59,,DGPJ_4PK855
,6PK1190,9.91,,30,,DGPJ_6PK1190
,6PK1255,10.46,,65,,DGPJ_6PK1255
,4PK815,4.81,,12,,DGPJ_4PK815
,6PK1055,8.79,,13,,DGPJ_6PK1055
,4PK775,4.57,,22,,DGPJ_4PK775
,6PK1590,12.43,,11,,DGPJ_6PK1590
,4PK820,4.85,,23,,DGPJ_4PK820
,6PK1165,9.71,,3,,DGPJ_6PK1165
,6PK1105,9.22,,26,,DGPJ_6PK1105
,6PK1115,9.28,,6,,DGPJ_6PK1115
,6PK1225,10.2,,20,,DGPJ_6PK1225
,6PK1175,9.79,,20,,DGPJ_6PK1175
,A52070106,176.28,,10,,HCYT_A52070106
,A53090005,37.29,,2,,HCYT_A53090005
,A32630003,80.06,,20,,HCYT_A32630003
,A521160,10.03,,1,,HCYT_A521160
,A26770010,264.23,,10,,HCYT_A26770010
,A52630011,32.47,,20,,HCYT_A52630011
,A321147,204.4,,1,,HCYT_A321147
,A52710002,5.14,,7,,HCYT_A52710002
,A26770004,193.87,,192,,HCYT_A26770004
,A520701,48.86,,6,,HCYT_A520701
,A26630002,297.14,,4,,HCYT_A26630002
,A70772003,96.41,,6,,HCYT_A70772003
,A32630002,61.06,,55,,HCYT_A32630002
,A371110,6.57,,10,,HCYT_A371110
,A531104,7.24,,1,,HCYT_A531104
,A261112,9.71,,5,,HCYT_A261112
,A531159,136.94,,1,,HCYT_A531159
,A371150,10.19,,4,,HCYT_A371150
,A321148,166.08,,1,,HCYT_A321148
,A701124,18.51,,8,,HCYT_A701124
,A532802,24.88,,2,,HCYT_A532802
,A520308,16.18,,10,,HCYT_A520308
,A531108,12.02,,5,,HCYT_A531108
,A701164,104.58,,5,,HCYT_A701164
,A521801,34.58,,4,,HCYT_A521801
,A641110,15.09,,1,,HCYT_A641110
,A701209,14.97,,5,,HCYT_A701209
,A520226,125.31,,5,,HCYT_A520226
,A371121,10.32,,2,,HCYT_A371121
,A371139,11.97,,1,,HCYT_A371139
,A32630005,99.3,,1,,HCYT_A32630005
,A700667,110.85,,10,,HCYT_A700667
,A321188,11.56,,10,,HCYT_A321188
,A531110,12.02,,5,,HCYT_A531110
,A381139,14.78,,2,,HCYT_A381139
,A261158,63.94,,11,,HCYT_A261158
,M73060,28.68,,2,,BCQS_M73060
,M70293,23.44,,1,,BCQS_M70293
,M70307,20.64,,1,,BCQS_M70307
,M70308,20.64,,1,,BCQS_M70308
,M6505,20.59,,12,,BCQS_M6505
,M6738,20.97,,5,,BCQS_M6738
,M73002,34.7,,1,,BCQS_M73002
,M73014,32.45,,1,,BCQS_M73014
,M751,31.27,,5,,BCQS_M751
,M73089,64.51,,2,,BCQS_M73089
,M6696,114.38,,4,,BCQS_M6696
,M70196,20.64,,1,,BCQS_M70196
,M73013,25.47,,3,,BCQS_M73013
,M6736,18.7,,13,,BCQS_M6736
,M73031,31.29,,1,,BCQS_M73031
,M6622,35.83,,29,,BCQS_M6622
,M6624,20.28,,146,,BCQS_M6624
,M6628,24.77,,16,,BCQS_M6628
,M6676,43.05,,1,,BCQS_M6676
,M73063,153.29,,10,,BCQS_M73063
,M6626,20.79,,27,,BCQS_M6626
,M6405,100.52,,4,,BCQS_M6405
,M6588,19.46,,35,,BCQS_M6588
,M70111,33.01,,2,,BCQS_M70111
,M957,202.46,,2,,BCQS_M957
,PD1,28.24,,2,,BCQS_PD1
,M6486,22.62,,1,,BCQS_M6486
,M6122,23.84,,1,,BCQS_M6122
,M6399,22.04,,3,,BCQS_M6399
,M61125,111.81,,4,,BCQS_M61125
,M6753,25.49,,7,,BCQS_M6753
,M6978,20.51,,2,,BCQS_M6978
,M825,49.17,,2,,BCQS_M825
,M826,59.21,,6,,BCQS_M826
,M6120,22.62,,1,,BCQS_M6120
,M60601,47.38,,1,,BCQS_M60601
,M70266,30.63,,1,,BCQS_M70266
,M6973,38.87,,1,,BCQS_M6973
,M6750,18.34,,11,,BCQS_M6750
,M6984,18.44,,3,,BCQS_M6984
,P76021M,131.62,,4,,BCQS_P76021M
,P61171,101.09,,1,,BCQS_P61171
,P74022,34.55,,2,,BCQS_P74022
,P74016,45.2,,3,,BCQS_P74016
,P74020,35.93,,2,,BCQS_P74020
,P4602RV,138.32,,1,,BCQS_P4602RV
,P74699R,166.85,,34,,BCQS_P74699R
,P60965,141.92,,1,,BCQS_P60965
,P60898,68.06,,2,,BCQS_P60898
,P74119,54.5,,2,,BCQS_P74119
,P74700R,179.17,,1,,BCQS_P74700R
,P61122,100.76,,7,,BCQS_P61122
,P5001,117.69,,6,,BCQS_P5001
,P4603HD,67.8,,12,,BCQS_P4603HD
,M6954,25.59,,2,,BCQS_M6954
,P4600HP,123.22,,9,,BCQS_P4600HP
,P74018,48.6,,8,,BCQS_P74018
,P4601HP,119.79,,11,,BCQS_P4601HP
,P74017,35.33,,7,,BCQS_P74017
,PTS2005,8.47,,4,,BCQS_PTS2005
,PR1,32.2,,13,,BCQS_PR1
,M6955,25.43,,26,,BCQS_M6955
,M6959,19.53,,8,,BCQS_M6959
,M6962,22.79,,12,,BCQS_M6962
,PR4,44.18,,5,,BCQS_PR4
,PTS2011,6.09,,2,,BCQS_PTS2011
,PTS2001,12.55,,8,,BCQS_PTS2001
,M70041,19.39,,2,,BCQS_M70041
,P4389,109.52,,32,,BCQS_P4389
,P4594,69.37,,15,,BCQS_P4594
,PTS2000,10.35,,4,,BCQS_PTS2000
,1902130,45.69,,1,,BFBQ_1902130
,2100488,28.54,,1,,BFBQ_2100488
,2101203,6.55,,341,,BFBQ_2101203
,2102500,15.14,,20,,BFBQ_2102500
,2150297,12.2,,20,,BFBQ_2150297
,2300409,14.94,,26,,BFBQ_2300409
,2100443,6.55,,21,,BFBQ_2100443
,2200508,13.57,,53,,BFBQ_2200508
,2101200,6.55,,93,,BFBQ_2101200
,2500600,10.41,,26,,BFBQ_2500600
,2300424,19.82,,35,,BFBQ_2300424
,2101300,24.47,,3,,BFBQ_2101300
,2610614,35.14,,1,,BFBQ_2610614
,2610612,26.45,,2,,BFBQ_2610612
,2201100,9.7,,110,,BFBQ_2201100
,7700055,109.75,,2,,BFBQ_7700055
,4358550,17.14,,4,,BFBQ_4358550
,2400356,7.43,,79,,BFBQ_2400356
